_id,Date,Line,Time,Day,Station,Incident,Min Delay,Min Gap,Bound,Vehicle,,
439,2025-01-14,510,20:19,Tuesday,SPADINA AND KING,General Delay,7,10,None,8756,SPADINA AND KING,
440,2025-01-14,501,20:26,Tuesday,QUEEN AND SORAUREN,Emergency Services,43,53,W,4596,QUEEN AND SORAUREN,
441,2025-01-14,501,21:38,Tuesday,NEVILLE LOOP,Cleaning - Unsanitary,10,20,W,4553,NEVILLE LOOP,
442,2025-01-14,505,22:46,Tuesday,DUNDAS WEST STATION,General Delay,10,20,E,4441,DUNDAS WEST STATION,
443,2025-01-14,501,22:49,Tuesday,PARLIAMENT AND DUNDAS,Operations,10,20,S,4574,PARLIAMENT AND DUNDAS,
444,2025-01-15,501,3:09,Wednesday,LONG BRANCH LOOP,Operations,15,30,E,4591,LONG BRANCH LOOP,
445,2025-01-15,506,3:35,Wednesday,HOWARD PARK AND PARKSI,Security,None,None,W,4522,HOWARD PARK AND PARKSI,
446,2025-01-15,505,3:53,Wednesday,BROADVIEW STATION,Cleaning - Unsanitary,20,40,W,4525,BROADVIEW STATION,
447,2025-01-15,506,4:28,Wednesday,COLLEGE AND DOVERCOURT,Cleaning - Unsanitary,20,40,W,4443,COLLEGE AND DOVERCOURT,
448,2025-01-15,505,4:33,Wednesday,BROADVIEW STATION,Security,28,38,None,4453,BROADVIEW STATION,
449,2025-01-15,506,8:17,Wednesday,COLLEGE AND SPADINA,Diversion,10,20,E,4527,COLLEGE AND SPADINA,
450,2025-01-15,506,8:19,Wednesday,COLLEGE AND SPADINA,Diversion,10,20,W,4516,COLLEGE AND SPADINA,
451,2025-01-15,501,8:49,Wednesday,QUEEN AND WOODBINE,General Delay,11,19,W,4615,QUEEN AND WOODBINE,
452,2025-01-15,511,8:52,Wednesday,BATHURST STATION,Mechanical,9,18,S,4553,BATHURST STATION,
453,2025-01-15,506,10:45,Wednesday,PARLIAMENT AND GERRARD,Emergency Services,10,20,S,4451,PARLIAMENT AND GERRARD,
454,2025-01-15,None,11:17,Wednesday,485 KINGSTON ROAD,Mechanical,10,20,None,4635,485 KINGSTON ROAD,
455,2025-01-15,510,11:20,Wednesday,QUEENS QUAY LOOP,Emergency Services,4,8,None,8781,QUEENS QUAY LOOP,
456,2025-01-15,501,12:17,Wednesday,QUEEN AND OSSINGTON,General Delay,17,26,E,4588,QUEEN AND OSSINGTON,
457,2025-01-15,507,12:35,Wednesday,4233 LAKESHORE BOULEVA,Mechanical,10,20,E,4554,4233 LAKESHORE BOULEVA,
458,2025-01-15,505,14:36,Wednesday,DUNDAS AND JARVIS,Security,5,15,E,4466,DUNDAS AND JARVIS,
459,2025-01-15,501,15:19,Wednesday,PARLIAMENT AND GERRARD,Security,10,20,N,4590,PARLIAMENT AND GERRARD,
460,2025-01-15,512,15:35,Wednesday,ST CLAIR AVE WEST STAT,General Delay,None,None,None,None,ST CLAIR AVE WEST STAT,
461,2025-01-15,504,15:49,Wednesday,KING AND SHAW,General Delay,None,None,None,None,KING AND SHAW,
462,2025-01-15,501,20:56,Wednesday,QUEEN AND SPADINA,Diversion,61,71,W,4584,QUEEN AND SPADINA,
463,2025-01-15,501,21:01,Wednesday,QUEENS AND BATHURST,Collision - TTC Involved,59,69,W,4571,QUEENS AND BATHURST,
464,2025-01-15,505,0:22,Wednesday,DUSDAS AND BATHURST,Overhead,15,25,W,4453,DUSDAS AND BATHURST,
465,2025-01-15,305,1:38,Wednesday,DUNDAS AND UNIVERSITY,Emergency Services,15,25,W,4441,DUNDAS AND UNIVERSITY,
466,2025-01-16,506,2:13,Thursday,COLLEGE AND UNIVERSITY,Diversion,263,293,E,4523,COLLEGE AND UNIVERSITY,
467,2025-01-16,507,3:55,Thursday,QUEEN AND COXWELL,Cleaning - Unsanitary,15,30,W,4545,QUEEN AND COXWELL,
468,2025-01-16,505,4:12,Thursday,LESLIE AND COMMISSIONE,Security,None,None,W,4404,LESLIE AND COMMISSIONE,
469,2025-01-16,505,5:19,Thursday,DUNDAS AND BROADVIEW,General Delay,None,None,W,None,DUNDAS AND BROADVIEW,
470,2025-01-16,505,5:33,Thursday,KINGSTON LOOP,Emergency Services,21,36,None,4500,KINGSTON LOOP,
471,2025-01-16,504,6:10,Thursday,QUEEN AND LESLIE,Security,None,None,W,4434,QUEEN AND LESLIE,
472,2025-01-16,503,6:50,Thursday,QUEEN AND COXWELL,General Delay,None,None,None,None,QUEEN AND COXWELL,
473,2025-01-16,506,8:38,Thursday,COXWELL AND LOWER GERR,Operations,10,20,W,4407,COXWELL AND LOWER GERR,
474,2025-01-16,501,9:01,Thursday,QUEEN AND KINGSTON,General Delay,None,None,W,4574,QUEEN AND KINGSTON,
475,2025-01-16,506,11:10,Thursday,COXWELL AND LOWER GERR,Mechanical,10,20,W,4472,COXWELL AND LOWER GERR,
476,2025-01-16,501,12:13,Thursday,CHURCH AND QUEEN,Security,7,16,N,4582,CHURCH AND QUEEN,
477,2025-01-16,510,12:39,Thursday,SPADINA STATION,Cleaning - Unsanitary,4,8,N,8865,SPADINA STATION,
478,2025-01-16,510,12:50,Thursday,SPADINA AND NASSAU,Utilized Off Route,4,8,S,8647,SPADINA AND NASSAU,
479,2025-01-16,510,12:51,Thursday,SPADINA AND FRONT,Mechanical,4,8,S,8769,SPADINA AND FRONT,
480,2025-01-16,510,12:59,Thursday,SPADINA AND QUEENS QUE,Utilized Off Route,4,8,N,8865,SPADINA AND QUEENS QUE,
481,2025-01-16,506,13:55,Thursday,COXWELL AND LOWER GERR,Operations,10,20,S,4512,COXWELL AND LOWER GERR,
482,2025-01-16,511,14:00,Thursday,205 BATHURST,Mechanical,5,10,S,7270,205 BATHURST,
483,2025-01-16,504,14:31,Thursday,BROADVIEW AND DANFORTH,Collision - TTC Involved,54,64,S,4488,BROADVIEW AND DANFORTH,
484,2025-01-16,505,14:34,Thursday,BROADVIEW AND BLOOR,Diversion,63,73,S,4488,BROADVIEW AND BLOOR,
485,2025-01-16,501,14:52,Thursday,ADELAIDE AND YONGE,Security,9,18,W,4565,ADELAIDE AND YONGE,
486,2025-01-16,501,15:11,Thursday,QUEEN AND GWYNNE,Security,7,16,W,4582,QUEEN AND GWYNNE,
487,2025-01-16,506,16:00,Thursday,GERRARD AND BROADVIEW,General Delay,None,None,None,None,GERRARD AND BROADVIEW,
488,2025-01-16,506,16:04,Thursday,COLLEGE AND BATHURST,Security,None,None,W,4487,COLLEGE AND BATHURST,
489,2025-01-16,510,16:09,Thursday,7 SPADINA ROAD,Cleaning - Unsanitary,4,8,N,8791,7 SPADINA ROAD,
490,2025-01-16,501,16:23,Thursday,QUEEN AND LANSDOWNE,General Delay,8,9,W,4602,QUEEN AND LANSDOWNE,
491,2025-01-16,501,16:51,Thursday,QUEEN AND BROCK,Collision - TTC Involved,8,16,W,4567,QUEEN AND BROCK,
492,2025-01-16,507,19:24,Thursday,DUNDAS WEST STATION,Security,None,20,None,4556,DUNDAS WEST STATION,
493,2025-01-16,501,19:28,Thursday,SUNNYSIDE LOOP,Security,10,21,None,4593,SUNNYSIDE LOOP,
494,2025-01-16,501,19:44,Thursday,QUEEN AND SUDBURY,General Delay,11,22,E,4536,QUEEN AND SUDBURY,
495,2025-01-16,504,19:47,Thursday,QUEEN AND OSSINGTON,Held By,10,20,E,4628,QUEEN AND OSSINGTON,
496,2025-01-16,505,20:04,Thursday,ADELAIDE AND BAY,Diversion,61,71,E,4515,ADELAIDE AND BAY,
497,2025-01-16,505,20:18,Thursday,DUNDAS AND BAY,Diversion,61,71,E,4441,DUNDAS AND BAY,
498,2025-01-16,501,20:53,Thursday,ADELAIDE AND YORK,Held By,31,41,E,4536,ADELAIDE AND YORK,
499,2025-01-16,505,20:54,Thursday,ADELAIDE AND BAY,Emergency Services,27,37,E,4459,ADELAIDE AND BAY,
500,2025-01-16,506,21:00,Thursday,HIGH PARK LOOP,Cleaning - Unsanitary,21,31,E,4616,HIGH PARK LOOP,
501,2025-01-16,510,21:01,Thursday,SPADINA STATION,Operations,4,8,N,8748,SPADINA STATION,
502,2025-01-16,510,21:11,Thursday,SPADINA AND BLOOR,Operations,4,8,N,8748,SPADINA AND BLOOR,
503,2025-01-16,504,21:18,Thursday,DISTILLARY LOOP,Held By,10,20,W,4519,DISTILLARY LOOP,
504,2025-01-16,501,23:18,Thursday,QUEEN AND KINGSTON RD,Cleaning - Unsanitary,10,20,W,4600,QUEEN AND KINGSTON RD,
505,2025-01-16,505,23:39,Thursday,DUNDAS AND BAY,Security,19,31,N,4475,DUNDAS AND BAY,
506,2025-01-16,505,0:23,Thursday,DUNDAS AND PARLIAMENT,Emergency Services,10,20,S,4434,DUNDAS AND PARLIAMENT,
507,2025-01-17,505,2:10,Friday,BROADVIEW STATION,Security,53,73,None,4475,BROADVIEW STATION,
508,2025-01-17,512,2:47,Friday,LESLIE AND QUEEN,Security,None,None,None,4435,LESLIE AND QUEEN,
509,2025-01-17,304,5:20,Friday,KINGSTON ROAD LOOP,Security,None,None,None,4634,KINGSTON ROAD LOOP,
510,2025-01-17,506,5:31,Friday,MAIN STATION,Emergency Services,20,40,None,4496,MAIN STATION,
511,2025-01-17,512,5:41,Friday,ST CLAIR AND AVENUE,Mechanical,10,30,E,4422,ST CLAIR AND AVENUE,
512,2025-01-17,501,6:07,Friday,CHURCH AND RICHMOND,General Delay,None,None,W,4578,CHURCH AND RICHMOND,
513,2025-01-17,501,6:39,Friday,CHURCH AND RICHMOND,Security,61,71,S,4544,CHURCH AND RICHMOND,
514,2025-01-17,512,7:29,Friday,ST CLAIR AND DEER PARK,Operations,26,34,E,4491,ST CLAIR AND DEER PARK,
515,2025-01-17,509,7:39,Friday,QUEENS QUAY AND DAN LE,Utilized Off Route,6,12,E,4434,QUEENS QUAY AND DAN LE,
516,2025-01-17,511,7:57,Friday,BATHURST STATION,General Delay,None,None,None,None,BATHURST STATION,
517,2025-01-17,501,8:32,Friday,QUEEN AND WINEVA,Held By,16,25,W,4547,QUEEN AND WINEVA,
518,2025-01-17,504,9:38,Friday,SHAW AND KING,Diversion,45,55,E,4634,SHAW AND KING,
519,2025-01-17,507,9:44,Friday,LAKE SHORE AND ROYAL Y,Cleaning - Unsanitary,10,20,W,4551,LAKE SHORE AND ROYAL Y,
520,2025-01-17,512,13:31,Friday,OAKWOOD LOOP,Mechanical,8,16,E,4434,OAKWOOD LOOP,
521,2025-01-17,506,13:38,Friday,GERRARD AND GREENWOOD,Diversion,34,44,N,4484,GERRARD AND GREENWOOD,
522,2025-01-17,510,13:39,Friday,SPADINA AND WILCOX,Investigation,3,7,S,8831,SPADINA AND WILCOX,
523,2025-01-17,501,13:40,Friday,QUEEN AND AUGUSTA,Diversion,7,17,None,4550,QUEEN AND AUGUSTA,
524,2025-01-17,512,14:09,Friday,ST. CLAIR AND WINONA,Operations,15,23,W,4432,ST. CLAIR AND WINONA,
525,2025-01-17,506,14:33,Friday,PARLIAMENT AND GERRARD,General Delay,None,None,None,4452,PARLIAMENT AND GERRARD,
526,2025-01-17,512,14:39,Friday,ST. CLAIR AND YONGE,Operations,9,17,W,4458,ST. CLAIR AND YONGE,
527,2025-01-17,512,15:01,Friday,ST. CLAIR AND WESTON,Operations,11,19,W,4514,ST. CLAIR AND WESTON,
528,2025-01-17,506,15:12,Friday,GERRARD AND HOWLAND,Security,None,None,E,4420,GERRARD AND HOWLAND,
529,2025-01-17,503,17:34,Friday,WELLINGTON AND YORK,General Delay,7,17,N,4631,WELLINGTON AND YORK,
530,2025-01-17,504,17:50,Friday,BROADVIEW AND WITHROW,Investigation,21,31,S,4411,BROADVIEW AND WITHROW,
531,2025-01-17,505,18:08,Friday,DUNDAS AND MUNRO,Held By,17,27,W,4618,DUNDAS AND MUNRO,
532,2025-01-17,510,18:36,Friday,LOWER SPADINA AND QUEE,Security,3,7,N,8684,LOWER SPADINA AND QUEE,
533,2025-01-17,505,19:37,Friday,BROADVIEW STATION,Security,34,44,N,4523,BROADVIEW STATION,
534,2025-01-17,511,20:00,Friday,SPADINA AND QUEENS QUA,Operations,10,20,N,4535,SPADINA AND QUEENS QUA,
535,2025-01-17,501,20:00,Friday,CHURCH AND QUEEN,Investigation,5,15,N,4579,CHURCH AND QUEEN,
536,2025-01-17,509,20:15,Friday,SPADINA AND QUEENS QUA,Diversion,61,71,W,4501,SPADINA AND QUEENS QUA,
537,2025-01-17,504,20:35,Friday,KING BETWEEN SHAW AND,General Delay,None,None,None,None,KING BETWEEN SHAW AND,
538,2025-01-17,503,20:46,Friday,QUEEN AND KINGSTON,General Delay,10,20,E,4464,QUEEN AND KINGSTON,
539,2025-01-17,506,21:00,Friday,GERRARD AND BROADVIEW,Cleaning - Unsanitary,10,20,E,4476,GERRARD AND BROADVIEW,
540,2025-01-17,507,21:25,Friday,HUMBER LOOP AT THE QUE,Cleaning - Unsanitary,10,20,E,4583,HUMBER LOOP AT THE QUE,
541,2025-01-17,505,21:46,Friday,DUNDAS WEST AND BEVERL,Cleaning - Unsanitary,10,20,W,4416,DUNDAS WEST AND BEVERL,
542,2025-01-17,505,23:55,Friday,DUNDAS WEST STATION,Cleaning - Unsanitary,10,20,None,4629,DUNDAS WEST STATION,
543,2025-01-17,505,0:27,Friday,DUNDAS AND ST PATRICK,Security,49,59,W,4413,DUNDAS AND ST PATRICK,
544,2025-01-17,501,0:31,Friday,QUEEN AND TRILLER,Diversion,7,17,None,4593,QUEEN AND TRILLER,
545,2025-01-18,504,2:34,Saturday,KING AND PORTLAND,General Delay,10,20,E,4512,KING AND PORTLAND,
546,2025-01-18,507,2:42,Saturday,DUFFERIN GATE LOOP,Security,15,30,None,4594,DUFFERIN GATE LOOP,
547,2025-01-18,509,4:23,Saturday,QUEENS QUAY STATION,Security,None,None,None,None,QUEENS QUAY STATION,
548,2025-01-18,505,4:55,Saturday,QUEEN AND LESLIE,Emergency Services,None,None,E,4527,QUEEN AND LESLIE,
549,2025-01-18,505,5:32,Saturday,QUEEN AND LES LIE,Security,None,None,E,4628,QUEEN AND LES LIE,
550,2025-01-18,509,6:10,Saturday,QUEENS QUAY TUNNEL,Rail/Switches,10,None,E,4552,QUEENS QUAY TUNNEL,
551,2025-01-18,505,6:46,Saturday,DUNDAS AND LANSDOWNE,Operations,10,20,W,4510,DUNDAS AND LANSDOWNE,
552,2025-01-18,501,9:49,Saturday,QUEEN AND BOULTON,Diversion,None,None,W,4597,QUEEN AND BOULTON,
553,2025-01-18,503,9:53,Saturday,QUEEN AND BOULTON,Diversion,None,None,W,None,QUEEN AND BOULTON,
554,2025-01-18,505,10:34,Saturday,BROADVIEW STATION,Cleaning - Unsanitary,10,20,W,4509,BROADVIEW STATION,
555,2025-01-18,501,12:10,Saturday,NEVILLE LOOP,Investigation,10,20,None,4543,NEVILLE LOOP,
556,2025-01-18,506,13:42,Saturday,COLLEGE AND HAVELOCK,General Delay,None,None,W,4491,COLLEGE AND HAVELOCK,
557,2025-01-18,504,14:09,Saturday,KING AND SPENCER,Cleaning - Unsanitary,10,20,E,4448,KING AND SPENCER,
558,2025-01-18,512,14:51,Saturday,ST CLAIR STATION TO GU,General Delay,None,None,None,None,ST CLAIR STATION TO GU,
559,2025-01-18,503,16:20,Saturday,BINGHAM LOOP,Diversion,None,None,W,4609,BINGHAM LOOP,
560,2025-01-18,503,16:28,Saturday,BINGHAM LOOP,Held By,42,52,W,4609,BINGHAM LOOP,
561,2025-01-18,512,18:10,Saturday,ST CLAIR WEST STATION,General Delay,17,25,W,4416,ST CLAIR WEST STATION,
562,2025-01-18,512,19:31,Saturday,BATHURST AND COLLEGE,Operations,None,None,S,4416,BATHURST AND COLLEGE,
563,2025-01-18,503,19:34,Saturday,WELLINGTON AND LEADER,General Delay,10,20,W,4621,WELLINGTON AND LEADER,
564,2025-01-18,511,19:37,Saturday,BATHURST AND COLLEGE,Diversion,36,46,S,None,BATHURST AND COLLEGE,
565,2025-01-18,505,19:45,Saturday,BROADVIEW STATION,Security,40,50,None,4473,BROADVIEW STATION,
566,2025-01-18,504,20:18,Saturday,BROADVIEW STATION,Operations,10,20,E,4526,BROADVIEW STATION,
567,2025-01-18,504,20:30,Saturday,DUNDAS WEST STATION,General Delay,None,None,None,None,DUNDAS WEST STATION,
568,2025-01-18,999,20:36,Saturday,KING AND BATHURST,Operations,None,None,E,4562,KING AND BATHURST,
569,2025-01-18,505,21:23,Saturday,BROADVIEW STATION,Cleaning - Unsanitary,10,20,W,4628,BROADVIEW STATION,
570,2025-01-18,505,23:29,Saturday,BROADVIEW STATION,Security,15,25,None,4629,BROADVIEW STATION,
571,2025-01-18,506,23:44,Saturday,HIGH PARK LOOP,Security,None,None,E,4429,HIGH PARK LOOP,
572,2025-01-18,501,23:53,Saturday,QUEEN AND BATHURST,Investigation,7,17,E,4595,QUEEN AND BATHURST,
573,2025-01-18,505,0:06,Saturday,DUNDAS AND OSSINGTON,Security,8,16,E,4405,DUNDAS AND OSSINGTON,
574,2025-01-18,510,0:42,Saturday,SPADINA AND QUEEN,Operations,5,10,N,8787,SPADINA AND QUEEN,
575,2025-01-18,306,1:15,Saturday,MAIN STREET STATION,Security,15,30,W,4419,MAIN STREET STATION,
576,2025-01-18,504,1:28,Saturday,KING AND JOE SCHUSTER,Diversion,70,80,W,4486,KING AND JOE SCHUSTER,
577,2025-01-19,301,2:17,Sunday,QUEEN AND RONCESVALLES,Cleaning - Unsanitary,15,30,W,4561,QUEEN AND RONCESVALLES,
578,2025-01-19,504,2:54,Sunday,KINGSTON RD LOOP,Security,None,None,None,4500,KINGSTON RD LOOP,
579,2025-01-19,503,3:08,Sunday,BINGHAM LOOP,Diversion,255,285,None,None,BINGHAM LOOP,
580,2025-01-19,301,4:27,Sunday,KIPLING LOOP,Security,15,30,E,4569,KIPLING LOOP,
581,2025-01-19,512,6:03,Sunday,QUEEN AND LESLIE,Security,14,29,S,4490,QUEEN AND LESLIE,
582,2025-01-19,504,7:46,Sunday,BROADVIEW STATION,General Delay,14,28,None,4487,BROADVIEW STATION,
583,2025-01-19,510,9:54,Sunday,SPADINA STATION,Mechanical,6,11,N,8768,SPADINA STATION,
584,2025-01-19,504,12:40,Sunday,CHERRY AND FRONT,Mechanical,10,20,N,4525,CHERRY AND FRONT,
585,2025-01-19,500,13:18,Sunday,QUEEN AND COXWELL,Collision - TTC Involved,None,None,N,3146,QUEEN AND COXWELL,
586,2025-01-19,512,14:04,Sunday,ST. CLAIR AND BATHURST,Operations,11,19,W,4433,ST. CLAIR AND BATHURST,
587,2025-01-19,507,14:47,Sunday,LAKESHORE AND SILVERMO,Diversion,30,40,None,4560,LAKESHORE AND SILVERMO,
588,2025-01-19,503,15:42,Sunday,CHURCH AND WELLINGTON,Held By,10,20,W,4512,CHURCH AND WELLINGTON,
589,2025-01-19,509,16:15,Sunday,FLEET AND GRAND MAGAZI,Collision - TTC Involved,60,70,E,4442,FLEET AND GRAND MAGAZI,
590,2025-01-19,511,16:22,Sunday,FLEET AND GRAND MAGAZI,Diversion,53,63,None,4554,FLEET AND GRAND MAGAZI,
591,2025-01-19,509,16:59,Sunday,EXHIBITION LOOP,General Delay,None,None,E,None,EXHIBITION LOOP,
592,2025-01-19,511,18:26,Sunday,BATHURST AND FORT YORK,General Delay,26,36,N,4550,BATHURST AND FORT YORK,
593,2025-01-19,509,18:40,Sunday,QUEEN'S QUAY AND SPADI,Operations,15,25,N,4423,QUEEN'S QUAY AND SPADI,
594,2025-01-19,504,18:52,Sunday,SHAW AND KING,Collision - TTC Involved,10,20,W,4403,SHAW AND KING,
595,2025-01-19,506,18:59,Sunday,PARLIAMENT AND CARLTON,General Delay,64,74,None,4508,PARLIAMENT AND CARLTON,
596,2025-01-19,512,19:27,Sunday,ST CLAIR WEST STATION,General Delay,15,23,E,4614,ST CLAIR WEST STATION,
597,2025-01-19,505,20:42,Sunday,PARLIAMENT AND DUNDAS,Security,10,20,N,4432,PARLIAMENT AND DUNDAS,
598,2025-01-19,504,21:37,Sunday,DUNDAS WEST STATION,Cleaning - Unsanitary,10,20,E,4420,DUNDAS WEST STATION,
599,2025-01-19,501,22:30,Sunday,SPADINA AND QUEEN,Mechanical,10,20,E,4596,SPADINA AND QUEEN,
600,2025-01-19,505,23:00,Sunday,KINGSTON LOOP,Security,None,None,None,4448,KINGSTON LOOP,
601,2025-01-19,504,23:01,Sunday,DISTILLERY LOOP,Cleaning - Unsanitary,14,24,None,4506,DISTILLERY LOOP,
602,2025-01-19,506,0:39,Sunday,COLLEGE AND LANSDOWNE,Emergency Services,20,40,W,4492,COLLEGE AND LANSDOWNE,
603,2025-01-19,512,1:05,Sunday,ST CLAIR AND OLD STOCK,Held By,46,56,E,4435,ST CLAIR AND OLD STOCK,
604,2025-01-19,509,1:32,Sunday,BAY AND QUEENS QUAY -,Emergency Services,None,None,N,4423,BAY AND QUEENS QUAY -,
605,2025-01-20,506,2:21,Monday,HIGH PARK LOOP,Emergency Services,20,40,None,4431,HIGH PARK LOOP,
606,2025-01-20,501,3:22,Monday,QUEENSWAY AND KING,Emergency Services,None,None,W,4562,QUEENSWAY AND KING,
607,2025-01-20,504,3:42,Monday,QUEEN AND LESLIE,Emergency Services,None,None,E,4417,QUEEN AND LESLIE,
608,2025-01-20,301,4:15,Monday,SUNNYSIDE LOOP,Emergency Services,15,30,W,4547,SUNNYSIDE LOOP,
609,2025-01-20,506,4:26,Monday,GERRARD AND PAPE,Mechanical,30,60,W,4422,GERRARD AND PAPE,
610,2025-01-20,301,4:27,Monday,QUEEN AND RONCESVALLES,Emergency Services,15,30,W,4613,QUEEN AND RONCESVALLES,
611,2025-01-20,506,4:37,Monday,COXWELL AND ROBBINS,Security,None,None,S,4463,COXWELL AND ROBBINS,
612,2025-01-20,511,4:42,Monday,KING AND BATHURST,Operations,10,20,E,4577,KING AND BATHURST,
613,2025-01-20,510,4:43,Monday,SPADINA AND COLLEGE,Utilized Off Route,3,5,N,8825,SPADINA AND COLLEGE,
614,2025-01-20,503,5:05,Monday,KING AND SIMCOE,Held By,31,51,W,4607,KING AND SIMCOE,
615,2025-01-20,504,5:22,Monday,KING AND BATHURST,Diversion,16,26,None,4619,KING AND BATHURST,
616,2025-01-20,506,5:43,Monday,PARLIAMENT AND GERRARD,General Delay,10,20,W,4432,PARLIAMENT AND GERRARD,
617,2025-01-20,504,6:10,Monday,QUEEN AND LESLIE,Emergency Services,None,None,E,4494,QUEEN AND LESLIE,
618,2025-01-20,501,6:25,Monday,QUEEN AND LESLIE,Diversion,None,None,E,None,QUEEN AND LESLIE,
619,2025-01-20,503,6:28,Monday,QUEEN AND LESLIE,Diversion,None,None,E,None,QUEEN AND LESLIE,
620,2025-01-20,512,6:48,Monday,CARLTON AND CHURCH,Mechanical,10,20,W,4422,CARLTON AND CHURCH,
621,2025-01-20,511,7:44,Monday,FLEET LOOP,Security,9,18,None,4551,FLEET LOOP,
622,2025-01-20,509,8:15,Monday,FLEET AND BATHURST,General Delay,None,None,E,4407,FLEET AND BATHURST,
623,2025-01-20,504,8:23,Monday,KING AND QUEEN,Rail/Switches,None,None,W,4518,KING AND QUEEN,
624,2025-01-20,505,8:27,Monday,DUNDAS AND RUSHOLME,Cleaning - Unsanitary,10,20,W,4439,DUNDAS AND RUSHOLME,
625,2025-01-20,510,9:03,Monday,SPADINA STATION,Operations,4,8,None,8801,SPADINA STATION,
626,2025-01-20,501,9:08,Monday,QUEEN AND SHERBOURNE,Held By,9,18,W,4564,QUEEN AND SHERBOURNE,
627,2025-01-20,511,9:17,Monday,BATHURST AND DUNDAS,General Delay,9,18,N,4603,BATHURST AND DUNDAS,
628,2025-01-20,510,9:23,Monday,ST CLAIR AND O'CONNER,Mechanical,4,8,W,8630,ST CLAIR AND O'CONNER,
629,2025-01-20,506,10:04,Monday,DUNDAS AND HOWARD PARK,Operations,10,20,W,4526,DUNDAS AND HOWARD PARK,
630,2025-01-20,505,10:16,Monday,DUNDAS AND HOWARD PARK,Operations,24,44,W,4426,DUNDAS AND HOWARD PARK,
631,2025-01-20,504,10:52,Monday,LESLIE AND QUEEN,Security,None,None,S,4626,LESLIE AND QUEEN,
632,2025-01-20,504,12:56,Monday,KING AND SPENCER,Mechanical,10,20,W,4460,KING AND SPENCER,
633,2025-01-20,501,13:40,Monday,HUMBER LOOP,Emergency Services,8,16,E,4574,HUMBER LOOP,
634,2025-01-20,504,13:47,Monday,KING AND JEFFERSON,Emergency Services,10,20,W,4507,KING AND JEFFERSON,
635,2025-01-20,510,15:18,Monday,SPADINA LOOP,Mechanical,3,5,N,8916,SPADINA LOOP,
636,2025-01-20,505,15:33,Monday,DUNDAS AND MANNING,Cleaning - Unsanitary,10,20,W,4629,DUNDAS AND MANNING,
637,2025-01-20,None,15:53,Monday,BROADVIEW STATION,Emergency Services,10,20,None,4625,BROADVIEW STATION,
638,2025-01-20,511,15:54,Monday,BATHURST AND WELLINGTO,Diversion,18,28,N,4548,BATHURST AND WELLINGTO,
639,2025-01-20,512,16:14,Monday,ST CLAIR AND WYCHWOOD,General Delay,14,22,W,4415,ST CLAIR AND WYCHWOOD,
640,2025-01-20,510,17:02,Monday,SPADINA STATION,Utilized Off Route,2,5,N,8669,SPADINA STATION,
641,2025-01-20,504,17:15,Monday,CHERRY AND FRONT,Mechanical,10,20,W,4619,CHERRY AND FRONT,
642,2025-01-20,512,17:27,Monday,ST. CLAIR STATION,Operations,8,16,E,4415,ST. CLAIR STATION,
643,2025-01-20,510,17:29,Monday,SPADINA STATION,General Delay,3,5,N,8926,SPADINA STATION,
644,2025-01-20,510,18:55,Monday,QUEENS QUAY LOOP,Emergency Services,None,None,None,8698,QUEENS QUAY LOOP,
645,2025-01-20,506,20:14,Monday,COLLEGE AND SPADINA,Security,10,20,E,4417,COLLEGE AND SPADINA,
646,2025-01-20,512,20:55,Monday,ST CLAIR AND LANSDOWNE,General Delay,10,18,W,4592,ST CLAIR AND LANSDOWNE,
647,2025-01-20,501,21:15,Monday,KINGSTON RD LOOP,Emergency Services,10,20,None,4540,KINGSTON RD LOOP,
648,2025-01-20,505,21:56,Monday,DUNDAS AND CHURCH,Diversion,32,42,E,4458,DUNDAS AND CHURCH,
649,2025-01-20,510,22:04,Monday,SPADINA AND COLLEGE,Emergency Services,8,16,N,8821,SPADINA AND COLLEGE,
650,2025-01-20,501,22:06,Monday,QUEEN AND CHURCH,Collision - TTC Involved,10,20,S,4532,QUEEN AND CHURCH,
651,2025-01-20,510,22:27,Monday,SPADINA AND QUEENS QUA,Mechanical,8,16,S,8644,SPADINA AND QUEENS QUA,
652,2025-01-20,503,22:27,Monday,BINGHAM LOOP,Diversion,130,131,None,None,BINGHAM LOOP,
653,2025-01-21,506,3:09,Tuesday,GERRARD AND COXWELL,Mechanical,20,40,W,4511,GERRARD AND COXWELL,
654,2025-01-21,504,3:31,Tuesday,KINGSTON LOOP,Security,None,None,None,4401,KINGSTON LOOP,
655,2025-01-21,301,5:02,Tuesday,QUEEN AND RONCESVALLES,Security,None,None,None,4538,QUEEN AND RONCESVALLES,
656,2025-01-21,505,6:32,Tuesday,BROADVIEW AND DANFORTH,Collision - TTC Involved,20,30,S,4484,BROADVIEW AND DANFORTH,
657,2025-01-21,504,6:37,Tuesday,BROADVIEW AND DANFORTH,Diversion,15,25,None,4490,BROADVIEW AND DANFORTH,
658,2025-01-21,505,6:54,Tuesday,BROADVIEW STATION,Cleaning - Unsanitary,10,20,W,4474,BROADVIEW STATION,
659,2025-01-21,501,7:41,Tuesday,QUEEN AND BOOTH,Collision - TTC Involved,5,10,W,4539,QUEEN AND BOOTH,
660,2025-01-21,503,7:52,Tuesday,QUEEN AND BOOTH,Diversion,None,None,W,4512,QUEEN AND BOOTH,
